/* DATA DESCRIPTION:
Citation:	Naafs, Bernhard David A; Hefter, Jens; Acton, Gary D; Haug, Gerald H; Martinez-Garcia, Alfredo; Pancost, Richard D; Stein, Ruediger (2012): Concentrations and accumulation rates of biomarkers and SSTs at IODP Site 306-U1313. PANGAEA, https://doi.org/10.1594/PANGAEA.757946, 
	In supplement to: Naafs, BDA et al. (2012): Strengthening of North American dust sources during the late Pliocene (2.7 Ma). Earth and Planetary Science Letters, 317-318, 8-19, https://doi.org/10.1016/j.epsl.2011.11.026
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: http://www.iodp.org/)
Coverage:	LATITUDE: 41.000000 * LONGITUDE: -32.957300
	DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 144.82 m
Event(s):	306-U1313 * LATITUDE: 41.000000 * LONGITUDE: -32.957300 * DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00 * ELEVATION: -3426.0 m * CAMPAIGN: Exp306 (North Atlantic Climate 2) (URI: https://doi.org/10.2204/iodp.proc.303306.2006) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * DEVICE: Composite Core (COMPCORE)
Comment:	DEPTH, sediment (m) is given in mbsf.
Parameter(s):	Sample code/label (Sample label) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sample code/label 2 (Sample label 2) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001) * COMMENT: A/W referes to work or archive half
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	Depth, composite, adjusted [amcd] (Depth adj mcd) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	AGE [ka BP] (Age) * GEOCODE
	Sedimentation rate [cm/ka] (Sed rate) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Calculated
	n-Alkane, non reworked [ng/g] (n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, n-Alkane, non-reworked [ng/cm**2/ka] (Acc rate n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	C26-alkan-1-ol [ng/g] (C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, C26-alkan-1-ol [ng/cm**2/ka] (Acc rate C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	21096 data points
*/
Sample label	Sample label 2	Depth [m]	Depth comp [mcd]	Depth adj mcd [amcd]	Age [ka BP]	Sed rate [cm/ka]	n-Alkane non-rew [ng/g]	Acc rate n-Alkane non-rew [ng/cm**2/ka]	C26-alkan-1-ol [ng/g]	Acc rate C26-alkan-1-ol [ng/cm**2/ka]	SST (1-12) [°C]
50021570	306-U1313C-2H-5A,138-140	10.08	10.51	10.54	241.12	3.13	110.51	290.47			16.89
50021572	306-U1313C-2H-5A,142-144	10.12	10.55	10.58	242.40	3.13	75.80	195.63	46.11	119.00	14.81
50021575	306-U1313C-2H-5A,148-150	10.18	10.61	10.64	244.32	3.13	96.24	242.18			12.96
50021652	306-U1313C-2H-6A,2-4	10.22	10.65	10.68	245.49	3.52	120.70	338.72			13.46
50021660	306-U1313C-2H-6A,18-20	10.38	10.81	10.83	249.76	3.52	131.26	349.19	64.81	172.41	14.35
50021662	306-U1313C-2H-6A,22-24	10.42	10.85	10.87	250.90	3.52	176.80	456.97			15.11
50021667	306-U1313C-2H-6A,32-34	10.52	10.95	10.96	253.46	3.52	121.87	311.46	69.41	177.40	15.90
50021672	306-U1313C-2H-6A,42-44	10.62	11.05	11.06	256.30	3.53	83.46	207.78			14.22
50021677	306-U1313C-2H-6A,52-54	10.72	11.15	11.18	258.86	4.69	126.20	437.27	197.45	684.12	15.38
50021687	306-U1313C-2H-6A,72-74	10.92	11.35	11.39	262.51	5.86	75.11	344.30	62.85	288.12	15.21
50021692	306-U1313C-2H-6A,82-84	11.02	11.45	11.48	264.04	5.86	67.76	329.33			
50021697	306-U1313C-2H-6A,92-94	11.12	11.55	11.56	265.41	5.86	98.93	504.08	76.07	387.59	15.23
50021702	306-U1313C-2H-6A,102-104	11.22	11.65	11.65	266.95	5.86	90.43	426.92			
50021707	306-U1313C-2H-6A,112-114	11.32	11.75	11.76	268.82	5.86	82.53	368.82			14.42
50021712	306-U1313C-2H-6A,122-124	11.42	11.85	11.86	270.53	5.86	118.33	475.35			12.93
50021714	306-U1313C-2H-6A,126-128	11.46	11.89	11.90	271.21	5.86	181.76	676.91	109.59	408.13	
50021715	306-U1313C-2H-6A,128-130	11.48	11.91	11.92	271.55	5.86	208.85	773.53			
50021717	306-U1313C-2H-6A,132-134	11.52	11.95	11.96	272.24	5.86	149.32	549.71			
50021719	306-U1313C-2H-6A,136-138	11.56	11.99	12.00	272.92	5.86	160.55	539.03			
50021721	306-U1313C-2H-6A,140-142	11.60	12.03	12.04	273.60	5.86	238.59	770.52			
50021722	306-U1313C-2H-6A,142-144	11.62	12.05	12.06	273.94	5.86	155.95	498.81			12.55
50021724	306-U1313C-2H-6A,146-148	11.66	12.09	12.10	274.62	5.86	181.49	614.36			
50020129	306-U1313B-2H-4A,2-4	10.42	12.18	12.18	275.99	5.86	252.54	1024.23	256.92	1041.98	12.99
50020134	306-U1313B-2H-4A,12-14	10.52	12.28	12.28	277.70	5.86	138.23	626.42			
50020139	306-U1313B-2H-4A,22-24	10.62	12.38	12.38	279.40	5.86	60.50	312.63	100.33	518.40	15.05
50020144	306-U1313B-2H-4A,32-34	10.72	12.48	12.48	281.11	5.86	25.43	134.06			16.26
50020149	306-U1313B-2H-4A,42-44	10.82	12.58	12.58	282.82	5.86	19.59	105.33			
50020154	306-U1313B-2H-4A,52-54	10.92	12.68	12.68	284.52	5.86	17.46	98.06			16.59
50020159	306-U1313B-2H-4A,62-64	11.02	12.78	12.78	286.23	5.86	21.09	118.49			17.01
50020164	306-U1313B-2H-4A,72-74	11.12	12.88	12.88	287.93	5.86	28.26	158.26	12.47	69.85	17.34
50020169	306-U1313B-2H-4A,82-84	11.22	12.98	12.98	289.64	5.86	40.27	220.63			17.02
50020174	306-U1313B-2H-4A,92-94	11.32	13.08	13.08	291.35	5.86	85.28	453.18	68.39	363.41	14.45
50020179	306-U1313B-2H-4A,102-104	11.42	13.18	13.18	293.05	5.86	100.07	507.31			11.65
50020184	306-U1313B-2H-4A,112-114	11.52	13.28	13.28	294.91	4.69	93.07	374.63			13.72
50020185	306-U1313B-2H-4A,114-116	11.54	13.30	13.30	295.34	4.69	51.35	212.47	60.75	251.36	13.93
50020190	306-U1313B-2H-4A,124-126	11.64	13.40	13.40	297.47	4.69	66.42	257.49			13.38
50020195	306-U1313B-2H-4A,134-136	11.74	13.50	13.50	299.60	4.69	37.75	166.99	67.02	296.48	15.40
50020200	306-U1313B-2H-4A,144-146	11.84	13.60	13.60	301.74	4.69	38.93	164.65	78.22	330.83	15.22
50020280	306-U1313B-2H-5A,4-6	11.94	13.70	13.70	304.12	3.75	24.47	91.01			15.85
50020285	306-U1313B-2H-5A,14-16	12.04	13.80	13.80	306.78	3.75	89.90	315.96	167.33	588.12	15.36
50020290	306-U1313B-2H-5A,24-26	12.14	13.90	13.90	309.45	3.75	24.82	93.89			15.90
50020295	306-U1313B-2H-5A,34-36	12.24	14.00	14.00	312.11	3.75	23.60	89.11			15.97
50020300	306-U1313B-2H-5A,44-46	12.34	14.10	14.10	314.78	3.75	25.29	96.57	29.25	111.67	15.92
50020305	306-U1313B-2H-5A,54-56	12.44	14.20	14.20	317.45	3.75	40.22	143.03			15.47
50020306	306-U1313B-2H-5A,56-58	12.46	14.22	14.22	317.98	3.73	49.39	174.13			16.16
50020307	306-U1313B-2H-5A,58-60	12.48	14.24	14.24	318.52	3.73	49.10	172.96			16.20
50020308	306-U1313B-2H-5A,60-62	12.50	14.26	14.26	319.05	3.73	60.66	206.27			14.48
50020309	306-U1313B-2H-5A,62-64	12.52	14.28	14.28	319.59	3.73	54.93	185.99			13.94
50020310	306-U1313B-2H-5A,64-66	12.54	14.30	14.30	320.13	3.73	36.73	126.44			14.10
50020311	306-U1313B-2H-5A,66-68	12.56	14.32	14.32	320.66	3.73	25.51	88.71			15.25
50020312	306-U1313B-2H-5A,68-70	12.58	14.34	14.34	321.20	3.73	29.66	103.78			15.83
50020313	306-U1313B-2H-5A,70-72	12.60	14.36	14.36	321.74	3.73	14.94	53.97			17.17
50020314	306-U1313B-2H-5A,72-74	12.62	14.38	14.38	322.27	3.73	17.24	63.24			16.37
50020315	306-U1313B-2H-5A,74-76	12.64	14.40	14.40	322.81	3.73	12.97	46.91			16.95
50020316	306-U1313B-2H-5A,76-78	12.66	14.42	14.42	323.34	3.73	25.14	92.04			16.77
50020317	306-U1313B-2H-5A,78-80	12.68	14.44	14.44	323.88	3.73	27.34	104.07			17.23
50020318	306-U1313B-2H-5A,80-82	12.70	14.46	14.46	324.42	3.73	18.47	71.09	23.09	88.87	17.31
50020319	306-U1313B-2H-5A,82-84	12.72	14.48	14.48	324.95	3.73	28.60	101.84			16.57
50020320	306-U1313B-2H-5A,84-86	12.74	14.50	14.50	325.49	3.73	25.90	92.73			16.10
50020321	306-U1313B-2H-5A,86-88	12.76	14.52	14.52	326.02	3.73	32.14	117.80			17.31
50020322	306-U1313B-2H-5A,88-90	12.78	14.54	14.54	326.56	3.73	32.18	119.29			18.00
50020323	306-U1313B-2H-5A,90-92	12.80	14.56	14.56	327.10	3.73	35.68	133.10			16.55
50020324	306-U1313B-2H-5A,92-94	12.82	14.58	14.58	327.65	3.59	30.72	107.01			17.26
50020325	306-U1313B-2H-5A,94-96	12.84	14.60	14.60	328.21	3.59	30.89	107.45			17.19
50020326	306-U1313B-2H-5A,96-98	12.86	14.62	14.62	328.77	3.58	19.64	68.83	34.76	121.82	17.29
50020327	306-U1313B-2H-5A,98-100	12.88	14.64	14.64	329.33	3.58	32.48	113.68			17.59
50020328	306-U1313B-2H-5A,100-102	12.90	14.66	14.66	329.89	3.58	38.37	129.88			16.95
50020329	306-U1313B-2H-5A,102-104	12.92	14.68	14.68	330.44	3.59	28.23	94.27			17.40
50020330	306-U1313B-2H-5A,104-106	12.94	14.70	14.70	331.00	3.59	52.98	177.00	66.24	221.31	17.13
50020331	306-U1313B-2H-5A,106-108	12.96	14.72	14.72	331.56	3.59	78.55	260.30			16.73
50020332	306-U1313B-2H-5A,108-110	12.98	14.74	14.74	332.12	3.59	76.09	243.34			16.49
50020333	306-U1313B-2H-5A,110-112	13.00	14.76	14.76	332.67	3.59	102.23	301.88			14.93
50020334	306-U1313B-2H-5A,112-114	13.02	14.78	14.78	333.23	3.59	130.63	391.07			14.48
50020335	306-U1313B-2H-5A,114-116	13.04	14.80	14.80	333.79	3.59	114.94	340.98			13.27
50020336	306-U1313B-2H-5A,116-118	13.06	14.82	14.82	334.35	3.59	125.12	364.66			13.35
50020337	306-U1313B-2H-5A,118-120	13.08	14.84	14.84	334.90	3.59	128.79	367.54			12.01
50020338	306-U1313B-2H-5A,120-122	13.10	14.86	14.86	335.46	3.58	209.80	582.55	206.78	574.19	11.99
50020339	306-U1313B-2H-5A,122-124	13.12	14.88	14.88	336.02	3.58	251.52	713.20			11.67
50020340	306-U1313B-2H-5A,124-126	13.14	14.90	14.90	336.58	3.58	220.18	595.45			9.93
50020341	306-U1313B-2H-5A,126-128	13.16	14.92	14.92	337.13	3.59	249.59	637.95			9.45
50020342	306-U1313B-2H-5A,128-130	13.18	14.94	14.94	337.69	3.59	172.21	420.84			8.88
50020343	306-U1313B-2H-5A,130-132	13.20	14.96	14.96	338.25	3.59	234.58	547.70			9.94
50020344	306-U1313B-2H-5A,132-134	13.22	14.98	14.98	338.76	3.94	225.69	610.46			10.66
50020345	306-U1313B-2H-5A,134-136	13.24	15.00	15.00	339.20	4.48	272.98	806.41	268.88	794.29	10.48
50020346	306-U1313B-2H-5A,136-138	13.26	15.02	15.02	339.65	4.48	123.92	361.15			11.94
50020347	306-U1313B-2H-5A,138-140	13.28	15.04	15.04	340.09	4.48	99.68	301.80			12.59
50020348	306-U1313B-2H-5A,140-142	13.30	15.06	15.06	340.54	4.48	80.33	246.88			12.54
50020349	306-U1313B-2H-5A,142-144	13.32	15.08	15.08	340.99	4.48	125.56	365.21			12.75
50020350	306-U1313B-2H-5A,144-146	13.34	15.10	15.10	341.43	4.48	77.20	219.74	194.70	554.21	12.83
50020351	306-U1313B-2H-5A,146-148	13.36	15.12	15.12	341.88	4.48	69.75	202.38			13.33
50020352	306-U1313B-2H-5A,148-150	13.38	15.14	15.14	342.33	4.48	163.35	496.68			12.58
50020423	306-U1313B-2H-6A,0-2	13.40	15.16	15.16	342.77	4.48	184.69	587.20			13.89
50020424	306-U1313B-2H-6A,2-4	13.42	15.18	15.18	343.22	4.48	121.81	404.22			13.74
50020425	306-U1313B-2H-6A,4-6	13.44	15.20	15.20	343.66	4.51	151.02	524.72			14.23
50020426	306-U1313B-2H-6A,6-8	13.46	15.22	15.22	344.08	4.78	204.09	760.24	345.41	1286.66	14.51
50020427	306-U1313B-2H-6A,8-10	13.48	15.24	15.24	344.50	4.78	215.04	787.40			14.30
50020428	306-U1313B-2H-6A,10-12	13.50	15.26	15.26	344.92	4.78	121.55	440.66			14.48
50020429	306-U1313B-2H-6A,12-14	13.52	15.28	15.28	345.33	4.78	192.32	696.05			13.48
50020430	306-U1313B-2H-6A,14-16	13.54	15.30	15.30	345.75	4.78	141.14	506.77			13.94
50020431	306-U1313B-2H-6A,16-18	13.56	15.32	15.32	346.17	4.78	152.72	564.04			12.35
50020432	306-U1313B-2H-6A,18-20	13.58	15.34	15.34	346.59	4.78	152.27	582.19			12.93
50020433	306-U1313B-2H-6A,20-22	13.60	15.36	15.36	347.01	4.78	138.06	499.45			12.78
50020434	306-U1313B-2H-6A,22-24	13.62	15.38	15.38	347.43	4.78	132.10	480.31			12.69
50020435	306-U1313B-2H-6A,24-26	13.64	15.40	15.40	347.80	5.37	66.44	281.56	142.75	604.93	14.92
50020436	306-U1313B-2H-6A,26-28	13.66	15.42	15.42	348.17	5.38	64.33	284.74			15.26
50020437	306-U1313B-2H-6A,28-30	13.68	15.44	15.44	348.54	5.38	107.19	483.20			15.03
50020438	306-U1313B-2H-6A,30-32	13.70	15.46	15.46	348.91	5.38	55.89	242.81			15.77
50020439	306-U1313B-2H-6A,32-34	13.72	15.48	15.48	349.28	5.38	101.82	403.54			13.79
50020440	306-U1313B-2H-6A,34-36	13.74	15.50	15.50	349.66	5.38	123.56	493.07			14.57
50020441	306-U1313B-2H-6A,36-38	13.76	15.52	15.52	350.03	5.38	120.00	500.45			13.79
50020442	306-U1313B-2H-6A,38-40	13.78	15.54	15.54	350.40	5.38	105.69	457.93			13.72
50020443	306-U1313B-2H-6A,40-42	13.80	15.56	15.56	350.77	5.38	108.29	476.56	115.44	508.02	14.20
50020444	306-U1313B-2H-6A,42-44	13.82	15.58	15.58	351.14	5.38	114.06	513.59			14.04
50020445	306-U1313B-2H-6A,44-46	13.84	15.60	15.60	351.51	5.38	87.08	404.09			14.64
50020446	306-U1313B-2H-6A,46-48	13.86	15.62	15.62	351.89	5.38	93.05	433.39			14.57
50020447	306-U1313B-2H-6A,48-50	13.88	15.64	15.64	352.26	5.38	100.14	457.89			15.29
50020448	306-U1313B-2H-6A,50-52	13.90	15.66	15.66	352.63	5.38	0.79	3.63			12.85
50020449	306-U1313B-2H-6A,52-54	13.92	15.68	15.68	353.00	5.38	108.72	496.40			14.60
50020450	306-U1313B-2H-6A,54-56	13.94	15.70	15.70	353.37	5.38	94.51	440.36			14.05
50020451	306-U1313B-2H-6A,56-58	13.96	15.72	15.72	353.75	5.38	108.14	500.18			15.48
50020452	306-U1313B-2H-6A,58-60	13.98	15.74	15.74	354.12	5.38	131.57	580.58			14.63
50020453	306-U1313B-2H-6A,60-62	14.00	15.76	15.76	354.49	5.38	178.05	739.64			12.34
50020454	306-U1313B-2H-6A,62-64	14.02	15.78	15.78	354.86	5.38	166.69	709.46	246.90	1050.87	11.04
50020455	306-U1313B-2H-6A,64-66	14.04	15.80	15.80	355.23	5.38	204.31	841.79			11.95
50020456	306-U1313B-2H-6A,66-68	14.06	15.82	15.82	355.60	5.38	195.39	773.39			8.62
50020457	306-U1313B-2H-6A,68-70	14.08	15.84	15.84	355.98	5.38	211.60	816.67			10.15
50020458	306-U1313B-2H-6A,70-72	14.10	15.86	15.86	356.35	5.38	192.57	730.14			9.01
50020459	306-U1313B-2H-6A,72-74	14.12	15.88	15.88	356.72	5.38	218.97	885.36			11.14
50020460	306-U1313B-2H-6A,74-76	14.14	15.90	15.90	357.09	5.38	201.85	788.65			8.66
50020461	306-U1313B-2H-6A,76-78	14.16	15.92	15.92	357.46	5.38	196.35	744.46			7.98
50020462	306-U1313B-2H-6A,78-80	14.18	15.94	15.94	357.83	5.38	156.80	598.98			9.70
50020463	306-U1313B-2H-6A,80-82	14.20	15.96	15.96	358.21	5.38	180.53	693.20			9.60
50020464	306-U1313B-2H-6A,82-84	14.22	15.98	15.98	358.58	5.38	162.26	597.64			9.44
50020465	306-U1313B-2H-6A,84-86	14.24	16.00	16.00	358.95	5.38	106.71	380.15			10.55
50020466	306-U1313B-2H-6A,86-88	14.26	16.02	16.02	359.32	5.38	80.52	287.66			11.47
50020467	306-U1313B-2H-6A,88-90	14.28	16.04	16.04	359.69	5.38	102.56	377.42			13.54
50020468	306-U1313B-2H-6A,90-92	14.30	16.06	16.06	360.07	5.38	77.50	288.37			11.61
50020469	306-U1313B-2H-6A,92-94	14.32	16.08	16.08	360.44	5.38	95.72	359.63			12.27
50020470	306-U1313B-2H-6A,94-96	14.34	16.10	16.10	360.81	5.38	85.89	331.77			12.41
50020471	306-U1313B-2H-6A,96-98	14.36	16.12	16.12	361.18	5.38	99.78	398.02			12.28
50020472	306-U1313B-2H-6A,98-100	14.38	16.14	16.14	361.55	5.38	81.06	328.30			12.57
50020473	306-U1313B-2H-6A,100-102	14.40	16.16	16.16	361.92	5.38	104.38	409.97	11.47	45.04	11.59
50020474	306-U1313B-2H-6A,102-104	14.42	16.18	16.18	362.30	5.38	75.31	311.69			12.25
50020475	306-U1313B-2H-6A,104-106	14.44	16.20	16.20	362.67	5.38	77.73	342.86			12.94
50020476	306-U1313B-2H-6A,106-108	14.46	16.22	16.22	363.04	5.38	76.18	350.27			13.17
50020477	306-U1313B-2H-6A,108-110	14.48	16.24	16.24	363.41	5.38	93.71	438.21			13.20
50020478	306-U1313B-2H-6A,110-112	14.50	16.26	16.26	363.78	5.38	45.60	215.42			12.72
50020479	306-U1313B-2H-6A,112-114	14.52	16.28	16.28	364.15	5.38	91.13	424.29			12.44
50021741	306-U1313C-3H-2A,120-122	14.90	16.34	16.29	364.34	5.38	61.83	273.47			12.79
50020480	306-U1313B-2H-6A,114-116	14.54	16.30	16.30	364.53	5.38	74.48	345.12			13.31
50021742	306-U1313C-3H-2A,122-124	14.92	16.36	16.31	364.71	5.38	56.74	246.31			13.36
50020481	306-U1313B-2H-6A,116-118	14.56	16.32	16.32	364.90	5.38	82.68	376.65			13.56
50021743	306-U1313C-3H-2A,124-126	14.94	16.38	16.33	365.08	5.38	59.33	269.26			12.99
50020482	306-U1313B-2H-6A,118-120	14.58	16.34	16.34	365.27	5.38	84.38	373.19			12.65
50021744	306-U1313C-3H-2A,126-128	14.96	16.40	16.35	365.46	5.38	68.02	310.65			13.01
50020483	306-U1313B-2H-6A,120-122	14.60	16.36	16.36	365.64	5.38	74.09	321.66			12.39
50021745	306-U1313C-3H-2A,128-130	14.98	16.42	16.37	365.83	5.38	62.38	282.57			12.76
50020484	306-U1313B-2H-6A,122-124	14.62	16.38	16.38	366.01	5.38	56.55	256.65			12.34
50021746	306-U1313C-3H-2A,130-132	15.00	16.44	16.39	366.20	5.38	59.63	270.22			12.92
50020485	306-U1313B-2H-6A,124-126	14.64	16.40	16.40	366.39	5.38	42.64	194.77			12.97
50021747	306-U1313C-3H-2A,132-134	15.02	16.46	16.41	366.57	5.38	45.41	212.58			13.46
50020486	306-U1313B-2H-6A,126-128	14.66	16.42	16.42	366.76	5.38	83.16	376.69			13.59
50021748	306-U1313C-3H-2A,134-136	15.04	16.48	16.44	367.13	5.38	65.78	266.72			13.05
50020487	306-U1313B-2H-6A,128-130	14.68	16.44	16.44	367.13	5.38	86.84	393.53			13.27
50021749	306-U1313C-3H-2A,136-138	15.06	16.50	16.46	367.50	5.38	53.94	218.22			12.21
50020488	306-U1313B-2H-6A,130-132	14.70	16.46	16.46	367.50	5.38	74.19	347.29			13.46
50021750	306-U1313C-3H-2A,138-140	15.08	16.52	16.48	367.87	5.38	60.41	244.91			13.35
50020489	306-U1313B-2H-6A,132-134	14.72	16.48	16.48	367.87	5.38	92.86	399.62			14.32
50021751	306-U1313C-3H-2A,140-142	15.10	16.54	16.50	368.24	5.38	50.36	203.72			12.56
50020490	306-U1313B-2H-6A,134-136	14.74	16.50	16.50	368.24	5.38	90.67	418.61			14.41
50020491	306-U1313B-2H-6A,136-138	14.76	16.52	16.52	368.62	5.38	46.49	210.21			13.75
50021752	306-U1313C-3H-2A,142-144	15.12	16.56	16.52	368.62	5.38	56.62	243.66			14.64
50021753	306-U1313C-3H-2A,144-146	15.14	16.58	16.54	368.99	5.38	63.84	293.86			14.21
50020492	306-U1313B-2H-6A,138-140	14.78	16.54	16.54	368.99	5.38	65.26	294.75			14.68
50021754	306-U1313C-3H-2A,146-148	15.16	16.60	16.56	369.36	5.38	77.00	350.63			14.77
50021755	306-U1313C-3H-2A,148-150	15.18	16.62	16.58	369.73	5.38	78.88	366.72			14.49
50021831	306-U1313C-3H-3A,0-2	15.20	16.64	16.60	370.10	5.38	88.50	419.87	20.99	99.58	14.87
50021832	306-U1313C-3H-3A,2-4	15.22	16.66	16.62	370.47	5.38	60.10	290.73			15.57
50021833	306-U1313C-3H-3A,4-6	15.24	16.68	16.64	370.85	5.38	45.32	223.49			15.80
50021834	306-U1313C-3H-3A,6-8	15.26	16.70	16.66	371.22	5.38	41.88	207.38			14.71
50021835	306-U1313C-3H-3A,8-10	15.28	16.72	16.68	371.59	5.38	49.14	241.80			16.18
50021836	306-U1313C-3H-3A,10-12	15.30	16.74	16.70	371.96	5.38	37.08	184.00			15.39
50021837	306-U1313C-3H-3A,12-14	15.32	16.76	16.72	372.33	5.38	43.18	209.84			16.20
50021838	306-U1313C-3H-3A,14-16	15.34	16.78	16.74	372.70	5.38	36.65	179.40			14.90
50021839	306-U1313C-3H-3A,16-18	15.36	16.80	16.76	373.08	5.38	49.10	241.33			16.26
50021840	306-U1313C-3H-3A,18-20	15.38	16.82	16.79	373.63	5.38	54.84	265.98			16.03
50021841	306-U1313C-3H-3A,20-22	15.40	16.84	16.81	374.01	5.38	56.55	267.33			16.00
50021842	306-U1313C-3H-3A,22-24	15.42	16.86	16.83	374.38	5.38	50.78	241.08			15.44
50021843	306-U1313C-3H-3A,24-26	15.44	16.88	16.85	374.75	5.38	68.40	327.88			15.72
50021844	306-U1313C-3H-3A,26-28	15.46	16.90	16.87	375.12	5.38	62.15	294.10			13.82
50021845	306-U1313C-3H-3A,28-30	15.48	16.92	16.89	375.49	5.38	75.83	347.28			14.16
50021847	306-U1313C-3H-3A,32-34	15.52	16.96	16.93	376.24	5.38	46.94	220.32			14.70
50021848	306-U1313C-3H-3A,34-36	15.54	16.98	16.95	376.61	5.38	23.66	114.44			14.17
50021849	306-U1313C-3H-3A,36-38	15.56	17.00	16.97	376.98	5.38	25.38	123.83			15.01
50021850	306-U1313C-3H-3A,38-40	15.58	17.02	16.99	377.35	5.38	27.98	136.55			15.63
50021851	306-U1313C-3H-3A,40-42	15.60	17.04	17.01	377.72	5.38	27.09	136.25			15.81
50021852	306-U1313C-3H-3A,42-44	15.62	17.06	17.03	378.12	4.99	29.69	133.35			15.93
50021853	306-U1313C-3H-3A,44-46	15.64	17.08	17.05	378.54	4.78	24.73	106.83			16.06
50021854	306-U1313C-3H-3A,46-48	15.66	17.10	17.07	378.96	4.78	23.69	102.51			14.75
50021855	306-U1313C-3H-3A,48-50	15.68	17.12	17.09	379.38	4.78	31.11	134.68			15.83
50021856	306-U1313C-3H-3A,50-52	15.70	17.14	17.11	379.80	4.78	30.98	139.94	9.66	43.62	14.57
50021857	306-U1313C-3H-3A,52-54	15.72	17.16	17.14	380.42	4.78	26.12	119.71			16.01
50021858	306-U1313C-3H-3A,54-56	15.74	17.18	17.16	380.84	4.78	26.12	117.33			16.58
50021859	306-U1313C-3H-3A,56-58	15.76	17.20	17.18	381.26	4.78	22.86	101.78			16.67
50021860	306-U1313C-3H-3A,58-60	15.78	17.22	17.20	381.68	4.78	26.27	118.23			16.12
50021861	306-U1313C-3H-3A,60-62	15.80	17.24	17.22	382.10	4.78	26.38	118.57			16.25
50021862	306-U1313C-3H-3A,62-64	15.82	17.26	17.24	382.51	4.78	24.01	109.51			17.17
50021863	306-U1313C-3H-3A,64-66	15.84	17.28	17.26	382.93	4.78	28.15	131.55			17.52
50021865	306-U1313C-3H-3A,68-70	15.88	17.32	17.30	383.77	4.78	31.15	146.68			17.39
50021866	306-U1313C-3H-3A,70-72	15.90	17.34	17.32	384.19	4.78	40.86	187.98			16.58
50021867	306-U1313C-3H-3A,72-74	15.92	17.36	17.34	384.61	4.78	56.63	258.82			15.86
50021868	306-U1313C-3H-3A,74-76	15.94	17.38	17.36	385.02	4.78	49.61	230.18			14.32
50021869	306-U1313C-3H-3A,76-78	15.96	17.40	17.38	385.44	4.78	44.01	205.79			15.84
50021870	306-U1313C-3H-3A,78-80	15.98	17.42	17.40	385.86	4.78	22.75	105.74			15.91
50021871	306-U1313C-3H-3A,80-82	16.00	17.44	17.42	386.28	4.78	29.83	137.75			15.82
50021872	306-U1313C-3H-3A,82-84	16.02	17.46	17.44	386.70	4.78	22.88	106.48			16.72
50021873	306-U1313C-3H-3A,84-86	16.04	17.48	17.46	387.11	4.78	34.10	160.25			16.83
50021874	306-U1313C-3H-3A,86-88	16.06	17.50	17.49	387.74	4.78	29.16	133.69			16.64
50021875	306-U1313C-3H-3A,88-90	16.08	17.52	17.51	388.16	4.78	40.23	177.02			17.40
50021876	306-U1313C-3H-3A,90-92	16.10	17.54	17.53	388.58	4.78	49.08	220.70			17.30
50021877	306-U1313C-3H-3A,92-94	16.12	17.56	17.55	389.00	4.78	60.60	273.24			16.67
50021878	306-U1313C-3H-3A,94-96	16.14	17.58	17.57	389.41	4.78	82.43	356.52			15.26
50021879	306-U1313C-3H-3A,96-98	16.16	17.60	17.59	389.83	4.78	89.97	372.40			14.12
50021880	306-U1313C-3H-3A,98-100	16.18	17.62	17.61	390.25	4.78	119.35	479.97	35.04	140.89	13.08
